Value,week_ending,country_code,statisticcat_desc,county_code,state_ansi,source_desc,end_code,prodn_practice_desc,sector_desc,location_desc,agg_level_desc,congr_district_code,unit_desc,watershed_desc,state_fips_code,state_alpha,country_name,domain_desc,asd_code,domaincat_desc,reference_period_desc,class_desc,region_desc,year,zip_5,county_name,state_name,begin_code,group_desc,watershed_code,county_ansi,freq_desc,util_practice_desc,asd_desc,commodity_desc,load_time,short_desc,CV (%)
32.4,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - SEP FORECAST,"SPRING, (EXCL DURUM)",,1995,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
30.5,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,"SPRING, DURUM",,1995,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
35,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,"SPRING, DURUM",,1995,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
35,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,"SPRING, DURUM",,1995,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
32.3,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - SEP FORECAST,"SPRING, DURUM",,1995,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
37.7,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,WINTER,,1995,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
37.6,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,WINTER,,1995,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
37,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,WINTER,,1995,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
39.6,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUN FORECAST,WINTER,,1995,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
40.2,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - MAY FORECAST,WINTER,,1995,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
36.3,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,ALL CLASSES,,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
35.6,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,ALL CLASSES,,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
35.9,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,ALL CLASSES,,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
35.9,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - SEP FORECAST,ALL CLASSES,,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
35.1,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,"SPRING, (EXCL DURUM)",,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
32.5,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,"SPRING, (EXCL DURUM)",,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
33.5,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,"SPRING, (EXCL DURUM)",,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
35.1,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - SEP FORECAST,"SPRING, (EXCL DURUM)",,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
32.6,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,"SPRING, DURUM",,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
34.6,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,"SPRING, DURUM",,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
35.7,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,"SPRING, DURUM",,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
33,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - SEP FORECAST,"SPRING, DURUM",,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
37.1,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,WINTER,,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
37.3,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,WINTER,,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
37,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,WINTER,,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
36.1,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUN FORECAST,WINTER,,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
35.9,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - MAY FORECAST,WINTER,,1996,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
39.5,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,ALL CLASSES,,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
39.9,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,ALL CLASSES,,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
38.3,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,ALL CLASSES,,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
39.5,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - SEP FORECAST,ALL CLASSES,,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
29.9,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,"SPRING, (EXCL DURUM)",,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
31.3,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,"SPRING, (EXCL DURUM)",,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
30.4,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,"SPRING, (EXCL DURUM)",,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
30,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - SEP FORECAST,"SPRING, (EXCL DURUM)",,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
27.6,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,"SPRING, DURUM",,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
28.1,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,"SPRING, DURUM",,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
25.2,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,"SPRING, DURUM",,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
28.1,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - SEP FORECAST,"SPRING, DURUM",,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
44.6,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,WINTER,,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
44.6,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,WINTER,,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
42.8,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,WINTER,,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
39.3,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUN FORECAST,WINTER,,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
38.2,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - MAY FORECAST,WINTER,,1997,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
43.2,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,ALL CLASSES,,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
43,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,ALL CLASSES,,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
42.6,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,ALL CLASSES,,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
43.3,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - SEP FORECAST,ALL CLASSES,,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT - YIELD, MEASURED IN BU / ACRE",
34.9,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,"SPRING, (EXCL DURUM)",,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
34.2,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,"SPRING, (EXCL DURUM)",,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
33.5,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,"SPRING, (EXCL DURUM)",,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
34.9,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - SEP FORECAST,"SPRING, (EXCL DURUM)",,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",
37,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,"SPRING, DURUM",,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
35.2,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,"SPRING, DURUM",,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
35.1,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,"SPRING, DURUM",,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
36.8,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - SEP FORECAST,"SPRING, DURUM",,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",
46.9,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR,WINTER,,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
47,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - AUG FORECAST,WINTER,,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
46.6,,9000,YIELD,,,SURVEY,00,ALL PRODUCTION PRACTICES,CROPS,US TOTAL,NATIONAL,,BU / ACRE,,99,US,UNITED STATES,TOTAL,,NOT SPECIFIED,YEAR - JUL FORECAST,WINTER,,1998,,,US TOTAL,00,FIELD CROPS,00000000,,ANNUAL,ALL UTILIZATION PRACTICES,,WHEAT,2012-01-01 00:00:00.000,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",
