domain_desc,country_name,state_alpha,state_fips_code,watershed_desc,reference_period_desc,domaincat_desc,asd_code,source_desc,state_ansi,county_code,statisticcat_desc,country_code,week_ending,Value,unit_desc,congr_district_code,agg_level_desc,location_desc,sector_desc,end_code,prodn_practice_desc,short_desc,load_time,commodity_desc,util_practice_desc,asd_desc,freq_desc,county_ansi,CV (%),zip_5,year,region_desc,class_desc,watershed_code,group_desc,begin_code,state_name,county_name
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"56,519,696",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.6,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (250 TO 499 ACRES),,CENSUS,,,PRODUCTION,9000,,"696,234,529",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.8,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"233,630,932",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.9,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (5,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"114,338,887",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,1.4,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (50.0 TO 99.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"157,881,868",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.2,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (500 TO 999 ACRES),,CENSUS,,,PRODUCTION,9000,,"926,743,384",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.1,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,"AREA OPERATED: (1,000 TO 1,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"908,863,416",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.7,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (1.0 TO 9.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"521,296",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,10.8,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (10.0 TO 49.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"16,702,999",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,11.1,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (100 TO 139 ACRES),,CENSUS,,,PRODUCTION,9000,,"43,726,487",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,8.5,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (140 TO 179 ACRES),,CENSUS,,,PRODUCTION,9000,,"56,757,856",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.4,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (180 TO 219 ACRES),,CENSUS,,,PRODUCTION,9000,,"50,706,558",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.0,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,"AREA OPERATED: (2,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"1,910,226,214",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.3,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (220 TO 259 ACRES),,CENSUS,,,PRODUCTION,9000,,"55,356,618",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.9,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (260 TO 499 ACRES),,CENSUS,,,PRODUCTION,9000,,"337,482,388",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.0,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (50.0 TO 69.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"13,040,325",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,10.4,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (500 TO 999 ACRES),,CENSUS,,,PRODUCTION,9000,,"651,851,537",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.2,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (70.0 TO 99.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"31,061,614",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,11.4,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (1,000 TO 2,499 $)",,CENSUS,,,PRODUCTION,9000,,"310,432",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,29.2,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (1,000,000 OR MORE $)",,CENSUS,,,PRODUCTION,9000,,"2,545,994,049",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.8,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (10,000 TO 24,999 $)",,CENSUS,,,PRODUCTION,9000,,"16,997,824",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,13.5,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (100,000 TO 249,999 $)",,CENSUS,,,PRODUCTION,9000,,"252,817,854",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.7,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (2,500 TO 4,999 $)",,CENSUS,,,PRODUCTION,9000,,"1,238,176",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,10.3,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (25,000 TO 49,999 $)",,CENSUS,,,PRODUCTION,9000,,"38,909,271",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,18.6,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (250,000 TO 499,999 $)",,CENSUS,,,PRODUCTION,9000,,"448,657,371",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,11.2,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (5,000 TO 9,999 $)",,CENSUS,,,PRODUCTION,9000,,"4,641,469",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,12.6,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (50,000 TO 99,999 $)",,CENSUS,,,PRODUCTION,9000,,"84,223,659",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,9.2,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (500,000 TO 999,999 $)",,CENSUS,,,PRODUCTION,9000,,"682,322,534",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.9,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (LESS THAN 1,000 $)",,CENSUS,,,PRODUCTION,9000,,"184,669",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,34.8,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (1,000 TO 2,499 $)",,CENSUS,,,PRODUCTION,9000,,"347,912",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,33.9,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (1,000,000 OR MORE $)",,CENSUS,,,PRODUCTION,9000,,"2,518,258,259",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.8,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (10,000 TO 24,999 $)",,CENSUS,,,PRODUCTION,9000,,"17,951,340",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,14.1,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (100,000 TO 249,999 $)",,CENSUS,,,PRODUCTION,9000,,"260,749,603",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.5,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (2,500 TO 4,999 $)",,CENSUS,,,PRODUCTION,9000,,"1,367,733",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,10.2,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (25,000 TO 49,999 $)",,CENSUS,,,PRODUCTION,9000,,"41,032,574",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,18.6,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (250,000 TO 499,999 $)",,CENSUS,,,PRODUCTION,9000,,"458,799,701",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,10.2,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (5,000 TO 9,999 $)",,CENSUS,,,PRODUCTION,9000,,"4,967,124",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,12.6,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (50,000 TO 99,999 $)",,CENSUS,,,PRODUCTION,9000,,"86,175,317",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,9.2,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (500,000 TO 999,999 $)",,CENSUS,,,PRODUCTION,9000,,"686,395,644",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.1,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (LESS THAN 1,000 $)",,CENSUS,,,PRODUCTION,9000,,"252,101",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,44.2,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1111),,CENSUS,,,PRODUCTION,9000,,"3,770,429,150",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.6,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1112),,CENSUS,,,PRODUCTION,9000,,"14,254,084",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.6,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1113),,CENSUS,,,PRODUCTION,9000,,"1,162,698",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.0,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1114),,CENSUS,,,PRODUCTION,9000,,"1,902,116",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.9,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1119),,CENSUS,,,PRODUCTION,9000,,"64,989,451",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,9.6,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11191),,CENSUS,,,PRODUCTION,9000,,"5,220,570",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,11.9,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11192),,CENSUS,,,PRODUCTION,9000,,"21,825,070",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,12.7,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11193 & 11194 & 11199),,CENSUS,,,PRODUCTION,9000,,"37,943,811",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,11.7,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (112111),,CENSUS,,,PRODUCTION,9000,,"35,076,304",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.2,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (112112),,CENSUS,,,PRODUCTION,9000,,"30,568,602",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.3,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11212),,CENSUS,,,PRODUCTION,9000,,"43,891,127",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.2,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1122),,CENSUS,,,PRODUCTION,9000,,"77,411,166",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,16.4,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1123),,CENSUS,,,PRODUCTION,9000,,"24,649,908",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.0,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1124),,CENSUS,,,PRODUCTION,9000,,"290,768",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,12.8,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1125 & 1129),,CENSUS,,,PRODUCTION,9000,,"11,671,934",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,24.5,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,CENSUS,,,PRODUCTION,9000,,"4,076,297,308",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2025-08-19 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.4,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
